0,1,1634.21,261.12,63.95,183.85,0.89,-1,-1,-1
0,2,634.59,747.38,84.38,268.67,0.89,-1,-1,-1
0,3,101.42,547.11,81.77,251.35,0.88,-1,-1,-1
0,4,1730.13,459.62,79.93,210.49,0.88,-1,-1,-1
0,5,369.92,409.00,85.26,245.13,0.88,-1,-1,-1
0,6,1357.99,565.76,92.37,241.58,0.88,-1,-1,-1
0,7,1042.70,129.00,65.72,188.73,0.87,-1,-1,-1
0,8,544.88,145.77,61.28,182.41,0.87,-1,-1,-1
0,9,792.68,149.21,60.39,174.52,0.86,-1,-1,-1
0,10,1098.65,210.94,65.72,177.63,0.86,-1,-1,-1
0,11,707.86,-3.11,52.40,159.76,0.85,-1,-1,-1
0,12,413.88,100.42,51.96,161.37,0.85,-1,-1,-1
0,13,498.26,136.55,56.84,170.53,0.85,-1,-1,-1
0,14,256.01,367.70,71.50,221.15,0.85,-1,-1,-1
0,15,1486.78,72.88,49.74,142.05,0.84,-1,-1,-1
0,16,287.76,128.89,53.73,167.31,0.84,-1,-1,-1
0,17,1792.30,205.83,60.39,187.40,0.84,-1,-1,-1
0,18,876.17,122.12,53.73,176.30,0.84,-1,-1,-1
0,19,463.62,88.32,54.18,165.70,0.84,-1,-1,-1
0,20,1444.14,251.13,62.17,165.20,0.83,-1,-1,-1
0,21,225.48,399.67,66.28,198.06,0.83,-1,-1,-1
0,22,215.82,124.79,50.63,161.87,0.83,-1,-1,-1
0,23,1032.93,-43.63,47.96,123.90,0.83,-1,-1,-1
0,24,1414.84,198.28,53.29,178.52,0.82,-1,-1,-1
0,25,359.93,110.63,50.62,168.47,0.81,-1,-1,-1
0,26,486.71,41.19,52.40,150.76,0.81,-1,-1,-1
0,27,899.70,128.12,60.39,173.19,0.81,-1,-1,-1
0,28,1556.05,254.46,58.62,181.18,0.81,-1,-1,-1
0,29,335.28,83.88,47.07,171.03,0.81,-1,-1,-1
0,30,544.00,-40.33,43.52,127.15,0.80,-1,-1,-1
0,31,994.74,-66.61,47.96,147.21,0.79,-1,-1,-1
0,32,528.90,59.23,50.62,164.14,0.78,-1,-1,-1
0,33,370.81,78.55,47.96,157.70,0.78,-1,-1,-1
0,34,237.14,82.54,52.85,178.58,0.77,-1,-1,-1
0,35,1091.55,978.75,95.92,250.46,0.75,-1,-1,-1
0,36,751.83,-88.82,49.74,143.77,0.74,-1,-1,-1
0,37,540.00,64.72,46.18,157.65,0.74,-1,-1,-1
0,38,-40.97,880.61,91.76,258.01,0.71,-1,-1,-1
0,39,340.16,87.54,52.40,184.68,0.70,-1,-1,-1
0,40,1342.01,-101.25,55.07,134.33,0.67,-1,-1,-1
0,41,911.25,-94.37,42.63,112.88,0.67,-1,-1,-1
0,42,1208.78,39.08,51.51,117.57,0.66,-1,-1,-1
0,43,265.34,76.55,49.74,162.59,0.65,-1,-1,-1
0,44,246.46,89.04,52.40,175.19,0.63,-1,-1,-1
0,45,547.99,70.55,45.30,144.60,0.61,-1,-1,-1
1,1,1634.28,260.16,63.82,183.46,0.89,-1,-1,-1
1,2,635.04,747.00,85.02,270.59,0.89,-1,-1,-1
1,3,101.42,546.72,82.00,252.12,0.89,-1,-1,-1
1,4,1728.27,458.47,80.58,212.03,0.88,-1,-1,-1
1,5,370.16,408.23,84.98,244.36,0.88,-1,-1,-1
1,6,1359.84,566.14,93.30,243.89,0.88,-1,-1,-1
1,7,1043.16,130.55,64.81,186.04,0.88,-1,-1,-1
